height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
497;90650500;103895700;98338300;91180300;89187100;90518400;101118500;95743600;89805900;96450700;90398000;93441600;118605000;122170500;98973300;89203600;93057000;106718500;89546300;97544900;89333100;100962600;94314700;90655700;95416900
501;101094900;111597500;110305400;90738200;96775000;89239900;94541700;95196700;88914700;90291900;88768000;89166500;93119000;91819700;114680000;121737900;99140200;98006600;89750500;89972200;89527800;88464700;88865700;93204400;96420500
507;144343700;145824200;130702700;119361600;119423700;113133700;121171400;112886200;120095100;111330700;122411900;111651100;111811500;114275700;117449500;116450800;127320800;115449900;119536800;116819600;113826100;113374200;113986700;116992900;115745100
511;99608500;99677700;100732100;95416200;93295900;90074000;89784200;90714000;96638600;92350400;98102600;93591100;103328100;96647600;94490900;95329500;92778200;90592500;95672600;94475000;103129000;97210900;90642700;104681700;94947800
517;113112500;119351700;115343700;122112400;116995500;118973600;119633200;118433800;112108800;111574200;111405100;123919300;114508300;118882800;112897800;133521200;115970000;114121400;110411400;111985700;123399000;114203800;119029200;120016800;120075100
521;118229700;132546500;116342500;120005900;120618000;134349800;120140600;121237600;116351000;116951300;117163700;122253700;118378400;129395600;118526600;146669000;116309100;114829600;121950400;128217300;121486800;129840600;119560200;134513700;117992800
527;129363700;139620200;132240600;131830200;131694100;134889500;131924200;130058200;129077000;127003700;131978600;134833400;126777900;139538700;127497800;126086600;125408700;130433700;133273900;137213300;131539400;137072300;128879700;126282200;126028500
531;108040100;111018800;107010300;100850400;112779400;107714300;100896700;100281400;100677500;107994900;105271400;111123200;121450400;132638900;131312900;130516600;137244700;122324800;130437900;127242300;106831500;110292600;111473000;104964200;114385600
537;144585100;152730500;134535900;170839800;232716700;259918800;254724100;273551100;257269900;256944900;270864400;250380500;203212000;200927300;235471400;252099000;249614500;264920400;283701200;322076300;288030100;278847500;265058700;312048500;194504300
541;246340000;295888700;279753600;258001500;269835500;234029000;231159100;303222000;319281200;301710700;226778500;261927100;274210600;271509600;272464900;276973000;268563700;289750700;287284500;311637800;271812800;237349700;230760400;298277900;275973900
547;259634900;279996000;272808700;237519900;247942500;246767900;280212100;225725600;198328200;190402700;229427200;211962900;187381300;207199000;273271300;265315100;266379400;248656900;244984000;248271300;209834200;199603200;193138000;199653500;195114000
551;162754600;166668700;162553600;169095100;159534900;162186900;163128300;159310800;169471600;162611800;164610200;163544400;160359700;158669300;158692600;159736900;164715600;162101600;161447900;158690100;160024900;165699900;178152200;172758700;160335900
557;206641100;239864200;224896600;200715800;232169600;264727400;266610600;268601000;202710000;204414400;197840700;217141800;252636500;263545100;259204400;216276100;214986100;231500600;201651000;258832200;278677400;255672300;251676900;216950200;207953500
561;212432900;207280900;205540200;223231000;216216600;223816500;226267100;250481600;236278300;223924100;232901500;286852100;284177900;286063700;288748900;315733300;286122700;240529400;324971200;261317000;257861900;315308600;289842300;288270200;286633300
567;276484400;299345400;227106400;202076100;294716100;230072000;240233200;245997100;265548600;235400100;213935900;202175600;217363700;202802500;194181300;220138600;213025700;241701100;228451100;224151400;215798700;231732700;229094300;197138800;256838800
571;325704200;328362100;268609700;258810800;261610800;253642000;293288500;312748300;298724500;290833500;265913300;275831300;306756200;305902000;313386100;340098100;327146400;346259300;334057100;343809700;322515400;348712500;311123900;280798600;270750200
577;167801800;177605900;171008600;169433400;183202800;184943400;171235800;172681800;171659400;213853400;221443000;222725500;228274300;215425400;207377200;195762400;226302800;226909500;230555300;233209800;217773200;190437800;186320900;200470200;177068200
581;191208000;189618900;177098900;180059500;195097900;195778700;200483500;194537900;189884600;214129400;207275100;190204400;199406600;201464200;232843300;182431900;191920800;225163100;242997400;247238000;221372300;193562700;221709100;221786400;230488900
587;347886200;299375300;300925400;408261500;408176600;347258600;338766700;344915100;279825900;296234600;341472200;305971200;294256300;346940200;328474900;316434300;323419600;302975200;360095200;313629700;363045400;291541000;318956500;350266800;314675100
591;253031200;277817300;274666000;245054600;240261200;261043400;252587200;230113900;271023000;296982200;322005600;310681700;302917200;311518000;287763200;279364400;270377700;247062800;270815000;284060200;290746100;331307100;283326000;284648900;232363300
597;179016600;182285800;181399600;185173800;220563000;244611900;234439700;254059400;240420400;221260700;187469900;230980400;245846000;236654700;245774000;291932400;270288900;185025100;178999400;203179000;206197100;211704500;193619800;229215700;244084400
601;416670400;435102900;322255000;336875200;321738100;366903200;369206800;378901100;350303400;320107000;356772400;326583200;352856500;353160700;357613200;352028600;359890800;359398800;337903600;348029500;279444000;326881300;355666400;281488600;302936300
607;276959500;256097800;252910400;250623100;255576700;256835800;248449100;239647000;255521000;250781100;256050400;238447900;250861200;261847000;243355800;243765100;240654900;246402100;242600600;256661400;270695300;210023800;205941100;257966700;274277200
611;242653200;205279000;208657700;221639300;213304300;207211400;201628800;201967700;231702800;210865800;213821200;207922900;206686400;217368400;215810800;214833500;207974700;207704600;236467900;227259600;219955300;206963300;235272800;220289700;239776600
617;390280700;425570800;398744000;374939100;390495200;408457800;422750500;387998600;366777300;409276600;399015900;355394400;337352500;310502800;307851000;308561900;390976000;392823400;381143100;396962000;402332800;394763700;394793200;370039800;389206400
621;275730500;251289700;230070100;263552400;287500600;274254400;271776900;268345700;285891600;293078800;228329700;259581700;232505100;277074100;273083200;236987300;250377600;272734900;283556400;272800400;248244700;250105300;236242500;213686200;212467400
627;282662300;293426900;312493000;311022300;340333300;332932000;318486000;335858700;323444100;331741800;342383700;335317200;322123000;347800300;344608300;328811800;331988000;319392500;333641600;302313000;328117800;365698700;432001500;417558000;395743900
631;435922600;433327000;431194000;427946400;447773800;451351700;406849400;411525300;356804900;382022400;437107400;480543700;442110800;420013300;440196200;455108100;379346300;362416300;415252700;380218200;411964100;453432700;399619600;400002500;464463200
637;465281300;453691000;422159800;463668200;410982800;455047900;483015200;460976200;450298600;448394800;475266400;473990700;415291200;348067600;461431900;417267200;437995000;448964200;431075500;414003300;418271000;428806900;399376800;410878400;414330700
641;466921500;449251400;415485100;460505800;441064800;455070500;426269000;393841500;425550700;459292000;464786600;401069100;420644900;414368400;417672000;417542400;440725100;441434300;370804300;329388200;391535600;410212600;415244500;395059100;421719500
647;422616100;394024100;444787500;404988200;415600500;387330200;408628400;386081400;390207500;381052700;395775700;368170300;385821200;423841600;434401200;383878200;397693200;445464600;412879900;398459000;418442500;426017300;432413600;448133900;385064600
651;518405200;414160100;378520800;358993200;351351600;334581100;337440100;340544100;331301400;339611300;336181500;330730900;364235300;426893100;473650000;483542500;465451100;522558800;395290700;420771000;437745800;412391000;455657300;386922700;381248300
657;365630600;348289000;337281700;315338600;330981600;327494100;311045200;324417600;338415900;314394900;334411400;343148300;316473900;333291400;337195800;319296800;329190200;336284100;329302200;335024300;343034300;313802800;321089200;349983200;331382700
661;347742600;329866100;323978700;330237000;331046400;320026500;327151300;335717600;318830800;332130100;332968700;319365400;327928500;332295700;325217200;333729600;336534800;328074900;331810400;335757900;328834500;331730200;338814100;333287000;337370500
667;241379200;227626700;222022600;230555000;230169300;236024700;228664600;224642400;234962400;231206500;226850500;222523300;226041100;226967000;231944000;224893800;230246500;235122400;233462900;225716000;222758700;227780600;234230300;233815100;221954400
671;390173800;447995700;471991300;431551900;357684300;479702000;411575800;393127100;486214300;443755900;469664300;507705300;445231100;407995500;415611000;388985600;404807500;403667800;391613000;424451200;372423300;470105800;463717200;387375300;388155900
677;422243200;404388100;455081800;506375100;479889000;490967900;517596900;428691500;421531200;406781600;427363400;426738000;418378700;470455500;397650900;371624900;446104700;462217500;448620100;427924500;439955000;393774100;372769200;354611100;359677900
681;332841800;324353900;328026800;324917600;329059700;373994000;418481500;325453400;424810900;476569300;491874200;496244600;355249300;337540200;342425700;358626600;345855700;337169200;334127100;327770000;327983600;332240200;325369000;325976800;330561300
687;363950000;362600000;383744200;417089400;422278500;421528600;416312900;470023800;437884500;457121900;425358600;385745100;382940700;377693100;376720800;360066200;381888600;419255700;407801300;404025400;368445100;425632500;361637000;383428700;376421500
691;296810100;292408200;309266400;293939000;289140200;313067600;351140500;348209400;384966300;344102900;318767600;325735700;381562700;397804100;389343400;391762900;414670700;399554900;367222600;381279700;392958000;336186900;347520900;430065100;360443900
697;293861900;302254400;287739600;282746900;261906200;263637800;280496100;263568400;328213000;265637800;355844200;365054900;359779600;332260400;341224000;315739900;334527000;323025900;276230900;313308200;356967000;315971000;349972100;311093600;338747700
701;525747800;528416800;442910300;463132900;533830600;534983300;514330800;447876600;382462600;381940500;407514900;519162200;514989500;599808000;541303800;506526300;425068900;454136300;456161600;467793600;438771100;440222100;496208100;515941300;500972000
707;518890000;461443300;476679900;403125800;368354500;418189200;449809300;475561400;495252200;426529700;494264200;503883300;484559700;535900100;507375300;425121800;426337400;463151000;512488700;518696600;458550600;408392600;493314300;481866300;436985300
711;375761600;342594200;290158100;274582700;348016800;333258300;329574800;453121000;469470000;358773300;395341000;356458200;324733600;353627500;357259100;351963500;315908300;371217300;345613700;332826000;341036200;341286800;318754500;319767800;336621000
717;452351300;443320400;440135600;442834000;434578400;450570700;426569400;439935600;459787900;448136100;463086200;469934600;510777500;467640200;500098700;421228800;500088900;463463500;413444400;442753500;516858100;461126300;379863000;356262700;342217100
721;431383600;459853100;445376700;532924200;550343300;485227200;568361900;557186800;554445700;585426600;591749000;583047000;584058400;562242300;546221200;523611500;476681900;485708900;622112300;581200000;625050500;589563300;606765500;653215400;573553100
727;400605000;497684200;460636100;458699200;437638800;425829100;381090300;361308200;349817900;351209400;425561400;435613400;435012600;506610500;533269500;534380800;496276800;502842600;442140300;433863800;420493800;427876300;452489400;428152000;438355400
731;458329800;488218800;408290500;541825700;542442600;555914200;552502900;566939500;527163500;366507700;311553800;343776800;338203100;326137500;331674900;318791900;331161500;330927400;326364400;318109700;318352900;315702400;320486100;324214100;322039100
