Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
681;84895700;85458300;84905700;82907100;81583100;79262800;78001200;79610700;82634100;85158300;83322300;81566100;81737900;80817300;80522000;84515300;86710700;81566800;79754800;79016900;79622800;92999800;84131100;82659100;82604300
687;118211800;115564100;115045900;112295900;115351600;115316200;117148100;118520200;116751000;118206500;115502000;113621200;111649600;111369200;116537500;120141900;117824500;118861400;116111700;115913100;118171300;115782900;113374600;121456700;118877800
691;118935800;119945400;117893900;116948600;117243700;114502300;120684700;122527900;119066200;119209500;119124900;119982200;119040500;115850500;116051600;117588000;116854900;117275300;120140100;121380200;117735700;116274200;116126600;118511200;119600000
697;120521700;119792100;119312800;118826000;118732800;118772100;120683600;123493100;122067100;124503100;122811000;120477700;118120500;120269500;120120500;122350300;121333800;122163100;122996400;119997700;119878400;120739000;120006200;120715600;121507700
701;119352100;116887800;113361400;113988700;113997200;113374600;114325300;114571200;113338200;119756300;113977100;113451900;113927600;113081300;114991300;117554100;123735500;119948700;119238300;126108600;122607400;121025000;120810800;122658800;122231300
707;132222400;125126300;128875500;131117100;136024700;140562700;131252700;138375000;133495800;130660100;132082200;125408300;124077700;123449600;129242000;127691100;127394700;123587600;121766600;122186500;126864000;123903000;124046900;123044000;122140500
711;122712600;120912400;122471200;123230700;123632600;123016700;127872200;125140500;129184100;126921100;129531400;127563700;128298300;130265800;139731100;139578100;135791900;134587200;130796700;136185200;143682900;146331200;144658500;143110200;135610400
717;114253600;114712100;111182700;110225600;106507900;109615900;105917000;111731000;112979600;122705500;113071800;106138500;109846100;107183600;104574500;106884900;115325600;110963300;112365200;108197400;109457200;109677200;105903900;103031400;101993300
721;101890000;102340000;101224100;100746400;104100900;110658900;107025600;105590400;108920500;110839100;104861400;103998400;103994500;103778000;104639000;108812600;107915900;105993100;109067600;108481600;105697800;115930500;121109600;116788000;114543500
727;137530900;132893900;136924900;138849900;128473600;131744600;127255900;125571500;128442200;124927200;131107400;126775500;125419000;125820600;129894900;130081400;130615200;132761700;127137700;131867200;134365000;133512800;139156000;132195000;122772100
731;121720700;122622200;123774100;130954400;124456300;126730200;135240200;134642100;127708600;122685300;123066800;125989500;126373800;122268900;125663200;128165100;122345400;122907800;125170200;122761300;122980000;121307500;119092100;130550400;131149800
737;142167200;158180400;149940900;140035400;147833700;148072300;139243500;144911100;146326800;137754400;137246600;135893500;139689600;144175300;141039000;135758200;140540800;143020100;134898200;136778800;138558500;137271600;136288900;145476900;141170200
